;start;stop;kpi forecast;kpi standard
0;2018-03-22 20:00:00;2018-03-22 21:06:00;-1.010493045;-1.022915304
0;2018-03-22 22:00:00;2018-03-23 00:58:00;-0.5086865779999998;-0.9986733109999998
0;2018-03-23 02:40:00;2018-03-23 05:05:00;-1.0155035520000002;-1.5450727569999998
0;2018-03-23 06:20:00;2018-03-23 08:18:00;0.0;-1.0042812249999995
0;2018-03-23 10:00:00;2018-03-23 11:41:00;0.0;3.5827519829999996
0;2018-03-23 13:00:00;2018-03-23 15:58:00;0.364585034;1.7849276540000008
0;2018-03-23 18:00:00;2018-03-23 19:39:00;0.0;-2.6847110940000007
0;2018-03-23 21:40:00;2018-03-23 23:05:00;0.0;-2.7693738450000005
0;2018-03-24 01:00:00;2018-03-24 03:17:00;0.7186435229999999;-0.36364136500000016
0;2018-03-24 04:40:00;2018-03-24 05:58:00;0.0;-0.21687733300000014
0;2018-03-24 07:40:00;2018-03-24 09:52:00;3.4505784929999996;5.697624391999998
0;2018-03-24 11:20:00;2018-03-24 14:19:00;0.0;3.378633294
0;2018-03-24 16:20:00;2018-03-24 17:53:00;0.0;-1.3314389540000002
0;2018-03-24 19:00:00;2018-03-24 20:54:00;-0.317039819;-1.2641593310000003
0;2018-03-24 22:20:00;2018-03-25 00:45:00;-0.13355984500000004;-0.45026585100000005
0;2018-03-25 01:40:00;2018-03-25 03:31:00;-0.987300377;-0.28585759000000016
0;2018-03-25 05:00:00;2018-03-25 06:03:00;0.0;1.4234528960000004
0;2018-03-25 07:20:00;2018-03-25 08:59:00;0.0;5.785796897999999
0;2018-03-25 10:40:00;2018-03-25 12:23:00;0.0;15.686784262
0;2018-03-25 14:40:00;2018-03-25 16:25:00;0.0;23.498211954000002
0;2018-03-25 18:00:00;2018-03-25 19:28:00;0.0;-17.904096399000004
0;2018-03-25 21:40:00;2018-03-26 00:35:00;2.1674812080000003;5.741913896
0;2018-03-26 02:00:00;2018-03-26 03:24:00;-1.9522181139999997;-2.2148331019999996
0;2018-03-26 04:20:00;2018-03-26 06:41:00;-2.6886043990000004;-2.6580120110000003
0;2018-03-26 08:20:00;2018-03-26 10:21:00;0.0;8.343652388
0;2018-03-26 12:20:00;2018-03-26 13:44:00;0.0;8.271041797
0;2018-03-26 15:00:00;2018-03-26 16:16:00;0.0;0.199617477
0;2018-03-26 18:20:00;2018-03-26 21:09:00;-2.783427049;-5.931073195999998
0;2018-03-26 22:20:00;2018-03-27 01:17:00;-1.6257847360000002;-3.530865430000001
0;2018-03-27 02:40:00;2018-03-27 05:06:00;-1.7208258089999995;-2.2950344459999994
0;2018-03-27 07:00:00;2018-03-27 09:45:00;4.312690216000001;0.5202353050000001
0;2018-03-27 11:00:00;2018-03-27 12:53:00;10.595280612000002;13.560808926000004
0;2018-03-27 14:20:00;2018-03-27 15:22:00;0.0;1.9162420650000005
0;2018-03-27 17:00:00;2018-03-27 18:12:00;-11.775270257;-17.685527962
0;2018-03-27 19:20:00;2018-03-27 21:25:00;-6.2359880059999995;-6.874535272999999
0;2018-03-27 23:00:00;2018-03-28 01:23:00;-0.6117363679999994;-0.7843604009999997
0;2018-03-28 02:40:00;2018-03-28 05:19:00;-2.9941608629999994;-4.711642503999999
0;2018-03-28 07:20:00;2018-03-28 09:51:00;0.19655461800000001;5.930548046
0;2018-03-28 11:40:00;2018-03-28 14:00:00;8.5278746;12.313848235999997
0;2018-03-28 15:20:00;2018-03-28 17:31:00;0.6646056829999997;-1.944360601
0;2018-03-28 19:20:00;2018-03-28 20:51:00;-6.395750720999999;-8.474842958
0;2018-03-28 21:40:00;2018-03-28 23:09:00;-0.30833814400000015;-2.3672422989999995
0;2018-03-29 00:00:00;2018-03-29 01:01:00;-0.24192897800000002;-0.2959484819999999
0;2018-03-29 02:00:00;2018-03-29 04:15:00;-7.631363720999998;-6.301236429999999
0;2018-03-29 05:20:00;2018-03-29 08:08:00;-4.669758215999998;-4.649728456999999
0;2018-03-29 09:40:00;2018-03-29 11:52:00;21.23783798600001;20.350910018000004
0;2018-03-29 13:00:00;2018-03-29 15:53:00;16.096536687;23.029646699000004
0;2018-03-29 18:00:00;2018-03-29 20:52:00;-18.66265595;-34.30497474100001
0;2018-03-29 22:00:00;2018-03-30 00:22:00;-7.505786193999996;-8.615266662
0;2018-03-30 01:20:00;2018-03-30 03:42:00;2.952634508000001;2.7135033940000013
0;2018-03-30 05:20:00;2018-03-30 07:58:00;-0.6575545800000006;-0.6837825240000005
0;2018-03-30 09:00:00;2018-03-30 10:12:00;0.255791021;7.7987550200000015
0;2018-03-30 11:40:00;2018-03-30 12:47:00;0.0;6.370388159999999
0;2018-03-30 14:40:00;2018-03-30 16:08:00;0.0;5.612189095
0;2018-03-30 17:20:00;2018-03-30 19:49:00;-29.115033377999993;-30.18258975899999
